Unnamed: 0,cat,climscen,P [mean kg/ha/a],P [mean kg/ha/3rd year],P [mean kg/ha/6th year],P [mean kg/ha/9th year],N [mean kg/ha/a],N [mean kg/ha/3rd year],N [mean kg/ha/6th year],N [mean kg/ha/9th year],logscen,cat_area,log_area,log_pr,runoff [mean mm/a],runoff [mean yearly mm/a],pr_diff_ave,pr_diff_ave_P,pr_diff_ave_N
0,04_184U0016,Wet&mild,0.121,0.122,0.12300000000000001,0.122,3.193,3.219,3.2230000000000003,3.218,No clear-cut,68.915,0.0,0.0,382.0,0.3815068625845015,0,61.333333333333314,66.38874413757165
0,04_184U0016,Wet&mild,0.138,0.14,0.14,0.14,3.529,3.57,3.582,3.5780000000000003,All clear-cut,68.915,11.008,0.1597,400.0,0.39973488273099067,0,84.00000000000003,83.89786347055755
0,04_184U0017,2003-2012,0.067,0.065,0.11699999999999999,0.061,1.778,1.922,2.9789999999999996,1.906,No clear-cut,107.443,0.0,0.0,236.0,0.23606570202391594,0,0.0,0.0
0,04_184U0017,2003-2012,0.08199999999999999,0.084,0.13699999999999998,0.08199999999999999,2.1719999999999997,2.441,3.4939999999999998,2.436,All clear-cut,107.443,12.467,0.11599999999999999,256.0,0.2561334344092757,0,22.38805970149251,22.15973003374576
0,04_184U0017,Dry,0.002,0.002,0.002,0.002,0.11599999999999999,0.106,0.129,0.15,No clear-cut,107.443,0.0,0.0,41.0,0.04056023841258138,0,-97.01492537313433,-93.47581552305962
0,04_184U0017,Dry,0.006,0.006,0.006999999999999999,0.008,0.285,0.265,0.341,0.395,All clear-cut,107.443,12.467,0.11599999999999999,50.0,0.04982258907984942,0,-91.04477611940298,-83.97075365579303
0,04_184U0017,Wet,0.09699999999999999,0.099,0.099,0.099,2.329,2.376,2.378,2.378,No clear-cut,107.443,0.0,0.0,379.0,0.3787885511294008,0,44.776119402985046,30.98987626546682
0,04_184U0017,Wet,0.11199999999999999,0.11599999999999999,0.114,0.114,2.739,2.825,2.795,2.787,All clear-cut,107.443,12.467,0.11599999999999999,407.0,0.4067677088081837,0,67.1641791044776,54.04949381327333
0,04_184U0017,Wet&mild,0.109,0.111,0.111,0.111,2.9210000000000003,2.9739999999999998,2.9819999999999998,2.983,No clear-cut,107.443,0.0,0.0,327.0,0.3268682698719204,0,62.68656716417908,64.2857142857143
0,04_184U0017,Wet&mild,0.131,0.135,0.135,0.134,3.4,3.498,3.491,3.483,All clear-cut,107.443,12.467,0.11599999999999999,346.0,0.3458940291777253,0,95.52238805970148,91.22609673790777
